index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
209,1,No,Sports,Visual,H2U51T,Male,No,47.0,24.0,6.0,15.0,8.0,98.0,21:00,5:00,public transport,black
210,1,Yes,Clubs,Visual,CSSY3Z,Female,No,52.0,8.0,19.0,16.0,5.0,92.0,22:00,6:00,private transport,yellow
211,1,No,None,Auditory,0Q9JU5,Female,No,50.0,25.0,4.0,16.0,7.0,73.0,23:30,5:30,public transport,blue
212,2,No,Clubs,Visual,C32KHV,Male,No,53.0,15.0,4.0,15.0,12.0,93.0,22:30,6:30,private transport,white
213,2,No,Sports,Visual,EN7YFE,Male,No,61.0,12.0,11.0,15.0,12.0,97.0,22:30,6:30,private transport,white
214,0,No,Clubs,Auditory,LU7XRL,Male,No,70.0,20.0,0.0,15.0,18.0,99.0,23:00,7:00,walk,red
215,0,No,Arts,Auditory,8PZZLF,Female,Yes,68.0,13.0,9.0,15.0,19.0,95.0,22:30,6:30,private transport,green
216,2,No,Clubs,Auditory,24TTMZ,Male,Yes,70.0,19.0,2.0,15.0,14.0,96.0,21:00,5:00,public transport,black
217,1,No,None,Visual,RYCELW,Male,Yes,72.0,24.0,0.0,16.0,12.0,97.0,22:00,6:00,private transport,black
218,2,Yes,ARTS,Visual,203OP8,Male,Yes,72.0,10.0,5.0,16.0,8.0,96.0,22:00,6:00,private transport,white
219,1,Yes,Arts,Visual,TUB8PY,Female,No,57.0,14.0,13.0,16.0,19.0,100.0,21:30,5:30,public transport,red
220,1,No,Clubs,Visual,FPXHBM,Female,No,48.0,4.0,26.0,16.0,7.0,85.0,21:00,5:00,public transport,black
221,0,No,None,Visual,29S8EX,Male,Yes,75.0,25.0,3.0,15.0,7.0,98.0,21:00,5:00,public transport,green
222,1,No,None,Auditory,8SVXDO,Male,Yes,60.0,19.0,9.0,16.0,14.0,100.0,22:00,6:00,private transport,red
223,0,No,Clubs,Auditory,XML8IL,Male,Yes,70.0,20.0,2.0,16.0,16.0,95.0,21:00,5:00,public transport,blue
224,2,No,ARTS,Auditory,3RTVXX,Male,Yes,58.0,21.0,1.0,15.0,19.0,96.0,21:30,5:30,public transport,blue
225,1,No,Arts,Visual,WK09US,Male,Yes,52.0,12.0,18.0,16.0,16.0,,23:00,7:00,walk,black
226,0,No,None,Visual,N5WCG8,Male,Yes,61.0,12.0,8.0,16.0,19.0,93.0,21:00,5:00,public transport,blue
227,1,No,Sports,Visual,TFY0BH,Male,Yes,65.0,20.0,8.0,16.0,6.0,96.0,22:00,6:00,private transport,red
228,0,Yes,Sports,Visual,VM5KBU,Female,No,74.0,15.0,0.0,15.0,5.0,90.0,21:00,5:00,public transport,yellow
229,1,Yes,None,Auditory,7VWDLR,Male,No,78.0,13.0,8.0,5.0,9.0,96.0,22:00,6:00,private transport,green
230,0,Yes,None,Visual,Y7D336,Male,No,74.0,14.0,4.0,15.0,12.0,94.0,21:00,5:00,public transport,black
231,0,Yes,None,Visual,WMA1DD,Female,Yes,83.0,15.0,1.0,15.0,9.0,,21:00,5:00,public transport,blue
232,1,No,Arts,Auditory,WRF62T,Male,Yes,64.0,25.0,2.0,16.0,11.0,95.0,21:30,5:30,public transport,yellow
233,2,No,Arts,Auditory,0Z1YOV,Female,Yes,50.0,14.0,4.0,16.0,12.0,96.0,23:00,7:00,walk,yellow
234,1,No,Clubs,Auditory,Y4AISA,Male,No,49.0,17.0,7.0,15.0,3.0,59.0,0:00,5:00,public transport,white
235,2,Yes,Arts,Visual,AJJNSG,Male,Yes,72.0,15.0,0.0,15.0,17.0,92.0,22:30,6:30,private transport,red
236,2,Yes,None,Visual,08AW5P,Female,Yes,82.0,10.0,8.0,15.0,9.0,97.0,21:30,5:30,public transport,black
237,1,No,Arts,Visual,0VG8AP,Female,Yes,46.0,25.0,5.0,15.0,7.0,99.0,21:30,5:30,public transport,white
238,0,No,Clubs,Auditory,HG9XOO,Female,No,76.0,6.0,15.0,15.0,9.0,92.0,23:00,7:00,walk,white
239,2,No,Arts,Auditory,1L7RIP,Male,No,44.0,10.0,13.0,16.0,13.0,82.0,23:00,7:00,walk,red
240,0,No,Sports,Auditory,3G6CHR,Female,No,,2.0,20.0,16.0,13.0,100.0,21:30,5:30,public transport,red
241,0,No,Clubs,Visual,GKH739,Male,No,79.0,26.0,1.0,16.0,7.0,99.0,23:00,7:00,walk,yellow
242,0,No,Clubs,Visual,3WNB3X,Male,Yes,64.0,22.0,0.0,15.0,9.0,99.0,23:00,7:00,walk,black
243,0,No,Clubs,Auditory,ARMOVK,Male,No,65.0,25.0,2.0,15.0,17.0,99.0,23:00,7:00,walk,yellow
244,1,No,Arts,Auditory,A3S9XD,Female,Yes,57.0,15.0,12.0,16.0,18.0,99.0,22:00,6:00,private transport,white
245,2,Yes,None,Visual,3MYL1T,Male,No,86.0,13.0,5.0,15.0,9.0,96.0,21:30,5:30,public transport,green
246,1,Yes,None,Visual,VIDY9K,Male,Yes,74.0,10.0,7.0,15.0,13.0,94.0,22:00,6:00,private transport,black
247,0,No,Sports,Visual,V7MIB3,Male,No,72.0,27.0,1.0,16.0,12.0,97.0,23:00,7:00,walk,black
248,0,Yes,Sports,Visual,RUF39H,Female,Yes,77.0,11.0,4.0,16.0,6.0,96.0,22:30,6:30,private transport,white
249,1,No,Clubs,Auditory,JD9KZW,Female,N,49.0,8.0,17.0,16.0,7.0,94.0,22:30,6:30,private transport,red
250,1,No,Clubs,Visual,ES6N02,Female,No,49.0,10.0,20.0,16.0,5.0,100.0,23:00,7:00,walk,white
251,1,No,Arts,Visual,I85G9X,Male,No,47.0,15.0,15.0,16.0,11.0,78.0,23:30,6:30,private transport,blue
252,1,Yes,Arts,Auditory,J8ZYVH,Male,Yes,76.0,13.0,4.0,15.0,20.0,90.0,21:00,5:00,public transport,blue
253,1,Yes,None,Auditory,XM50MJ,Female,Yes,83.0,14.0,3.0,15.0,6.0,94.0,22:00,6:00,private transport,blue
254,0,No,Arts,Auditory,1MAUQ7,Female,No,64.0,13.0,14.0,15.0,15.0,97.0,22:00,6:00,private transport,yellow
255,2,No,Clubs,Auditory,JLDOA2,Female,No,69.0,8.0,13.0,16.0,17.0,93.0,23:00,7:00,walk,black
256,1,No,Clubs,Auditory,NHPA3D,Male,No,51.0,16.0,14.0,16.0,8.0,96.0,22:00,6:00,private transport,green
257,2,Yes,Arts,Visual,K64994,Female,No,44.0,21.0,3.0,16.0,6.0,43.0,1:30,5:30,public transport,yellow
258,1,No,Sports,Auditory,Y2ABUP,Female,Yes,65.0,24.0,4.0,15.0,7.0,,23:00,7:00,walk,yellow
259,1,Yes,None,Auditory,O0P45Q,Female,Yes,64.0,5.0,14.0,16.0,11.0,94.0,21:30,5:30,public transport,red
260,0,No,Sports,Auditory,IEVDQT,Male,Yes,68.0,11.0,11.0,15.0,20.0,98.0,22:00,6:00,private transport,yellow
261,0,No,Arts,Auditory,XHMJD3,Female,Yes,55.0,0.0,21.0,15.0,16.0,91.0,21:30,5:30,public transport,blue
262,1,No,Arts,Visual,MDPPWJ,Male,Yes,57.0,18.0,10.0,16.0,5.0,100.0,22:30,6:30,private transport,yellow
263,2,No,Sports,Auditory,15QW33,Female,Yes,71.0,9.0,10.0,16.0,10.0,95.0,22:30,6:30,private transport,yellow
264,0,No,Clubs,Auditory,V02UD9,Female,Yes,71.0,16.0,7.0,16.0,6.0,96.0,23:00,7:00,walk,blue
265,1,No,Arts,Auditory,HYR87M,Male,Yes,48.0,19.0,6.0,6.0,5.0,97.0,21:30,5:30,public transport,yellow
266,1,Yes,Sports,Auditory,WLX6HU,Female,Y,56.0,5.0,20.0,15.0,18.0,99.0,22:30,6:30,private transport,black
267,1,No,Clubs,Auditory,FOGFCF,Female,Yes,64.0,17.0,5.0,16.0,16.0,96.0,23:00,7:00,walk,blue
268,1,No,Clubs,Visual,NA4HN3,Male,No,53.0,11.0,19.0,15.0,8.0,91.0,23:00,7:00,walk,red
269,2,Yes,None,Visual,9WD8ET,Female,No,73.0,4.0,16.0,15.0,20.0,95.0,22:30,6:30,private transport,yellow
270,2,No,Arts,Visual,GIM31Q,Male,No,70.0,18.0,5.0,15.0,11.0,92.0,22:00,6:00,private transport,white
271,1,No,Sports,Auditory,SCKIOA,Female,No,48.0,9.0,21.0,15.0,9.0,54.0,0:00,5:00,public transport,red
272,2,Yes,Clubs,Visual,53I9R6,Male,N,69.0,10.0,5.0,16.0,17.0,,23:00,7:00,walk,black
273,1,No,Sports,Auditory,6CCV4Q,Male,No,67.0,10.0,18.0,16.0,14.0,99.0,23:00,7:00,walk,yellow
274,0,Yes,Sports,Visual,5JVV1J,Male,Yes,81.0,15.0,2.0,16.0,10.0,94.0,21:00,5:00,public transport,black
275,2,Yes,Clubs,Visual,T50Y1K,Female,Y,74.0,13.0,1.0,16.0,10.0,99.0,23:00,7:00,walk,yellow
276,2,Yes,Sports,Visual,NKZAP4,Male,Yes,83.0,14.0,4.0,16.0,9.0,99.0,22:30,6:30,private transport,red
277,2,No,Clubs,Visual,34L6A6,Female,Yes,57.0,22.0,0.0,15.0,17.0,95.0,23:00,7:00,walk,yellow
278,0,Yes,None,Auditory,R65IZ2,Female,Yes,83.0,8.0,13.0,15.0,9.0,98.0,22:00,6:00,private transport,yellow
279,1,Yes,Sports,Visual,QXUF23,Female,Yes,77.0,20.0,0.0,15.0,7.0,93.0,21:00,5:00,public transport,red
280,1,No,Arts,Auditory,7BS39Q,Female,Yes,,14.0,16.0,16.0,8.0,93.0,23:30,6:30,private transport,yellow
281,1,No,Sports,Auditory,4CZWEO,Female,No,52.0,11.0,19.0,15.0,16.0,90.0,21:00,5:00,public transport,black
282,0,No,Arts,Auditory,OHOTOD,Male,No,68.0,16.0,4.0,16.0,19.0,92.0,23:00,7:00,walk,red
283,0,No,None,Auditory,TUPZ0F,Male,Yes,94.0,15.0,10.0,16.0,8.0,97.0,23:00,7:00,walk,green
284,1,No,Sports,Visual,9H0I2X,Female,No,58.0,17.0,9.0,16.0,10.0,93.0,21:00,5:00,public transport,black
285,1,No,Sports,Visual,77EG5J,Male,No,59.0,18.0,8.0,15.0,18.0,98.0,22:00,6:00,private transport,black
286,0,No,None,Visual,HY6ISD,Female,Yes,92.0,5.0,18.0,15.0,6.0,90.0,22:30,6:30,private transport,red
287,0,No,Arts,Auditory,0WO2AI,Male,Yes,62.0,12.0,9.0,15.0,15.0,99.0,22:00,6:00,private transport,blue
288,2,No,Arts,Visual,YTPCFZ,Female,Yes,77.0,4.0,15.0,16.0,6.0,99.0,21:30,5:30,public transport,red
289,0,No,Arts,Visual,BH2O6E,Female,No,67.0,6.0,21.0,16.0,10.0,91.0,23:00,7:00,walk,red
290,1,Yes,Clubs,Visual,7AQGUA,Male,Yes,95.0,15.0,6.0,15.0,6.0,95.0,23:00,7:00,walk,blue
291,0,No,Sports,Visual,VAOAWE,Male,Yes,58.0,14.0,6.0,15.0,15.0,94.0,21:00,5:00,public transport,blue
292,0,No,None,Auditory,NB5820,Male,Yes,89.0,11.0,11.0,16.0,8.0,95.0,21:30,5:30,public transport,white
293,0,Yes,None,Visual,Z753FP,Female,No,87.0,11.0,5.0,16.0,5.0,91.0,22:30,6:30,private transport,white
294,2,No,Arts,Visual,XN9IC8,Male,Yes,80.0,12.0,5.0,6.0,9.0,94.0,21:30,5:30,public transport,red
295,1,No,Clubs,Visual,5NMMZ3,Male,Yes,47.0,20.0,5.0,16.0,2.0,93.0,23:00,7:00,walk,black
296,2,No,Clubs,Visual,Z65YSB,Female,Yes,60.0,20.0,2.0,15.0,16.0,93.0,21:30,5:30,public transport,yellow
297,0,No,Sports,Auditory,L99AIO,Male,No,54.0,14.0,13.0,15.0,13.0,98.0,23:00,7:00,walk,red
298,1,No,Sports,Visual,M883AK,Female,Yes,55.0,23.0,7.0,15.0,15.0,97.0,23:00,7:00,walk,black
299,2,No,Clubs,Auditory,RZS5DI,Female,No,38.0,5.0,17.0,16.0,11.0,87.0,22:00,6:00,private transport,blue
300,0,No,Arts,Auditory,V9SJWI,Female,Yes,99.0,17.0,4.0,16.0,9.0,95.0,22:30,6:30,private transport,yellow
301,2,No,Sports,Visual,X72I9W,Male,No,56.0,12.0,10.0,15.0,16.0,100.0,21:00,5:00,public transport,yellow
302,1,No,Arts,Visual,MHAZNP,Male,No,52.0,12.0,18.0,15.0,15.0,97.0,23:00,7:00,walk,red
303,1,No,Clubs,Auditory,SGD2Z1,Female,Yes,70.0,16.0,12.0,16.0,20.0,99.0,22:00,6:00,private transport,black
304,1,No,Sports,Auditory,AXKEPJ,Male,Yes,53.0,18.0,12.0,15.0,19.0,95.0,22:30,6:30,private transport,red
305,1,Yes,None,Visual,3FMLCM,Female,Y,84.0,16.0,1.0,15.0,8.0,98.0,21:30,5:30,public transport,yellow
306,2,Yes,None,Visual,RGTAD8,Male,No,86.0,13.0,5.0,16.0,8.0,98.0,23:00,7:00,walk,yellow
307,1,No,Arts,Auditory,I9IBLX,Female,Yes,56.0,14.0,10.0,16.0,18.0,98.0,22:30,6:30,private transport,green
308,2,No,Sports,Auditory,80LBPQ,Male,Yes,43.0,15.0,9.0,16.0,2.0,97.0,23:00,7:00,walk,white
309,2,No,Arts,Auditory,CN9YTK,Female,No,40.0,0.0,22.0,16.0,4.0,82.0,22:30,5:30,public transport,blue
310,2,No,None,Auditory,35SS51,Male,No,45.0,23.0,1.0,16.0,12.0,79.0,22:00,5:00,public transport,blue
311,1,Yes,Arts,Auditory,2K1Q2R,Female,No,47.0,1.0,24.0,16.0,14.0,72.0,22:30,5:30,public transport,green
312,0,No,NONE,Auditory,VC9PM2,Female,Yes,89.0,15.0,7.0,16.0,7.0,92.0,23:00,7:00,walk,blue
313,1,No,None,Auditory,HIQ407,Female,Yes,48.0,2.0,27.0,15.0,5.0,86.0,23:00,7:00,walk,blue
314,0,No,None,Auditory,F0HV1X,Female,Yes,78.0,21.0,1.0,15.0,7.0,95.0,22:00,6:00,private transport,yellow
315,1,Yes,None,Auditory,9F5A56,Male,Yes,67.0,13.0,6.0,16.0,10.0,90.0,21:30,5:30,public transport,white
316,0,Yes,Arts,Visual,696M60,Female,No,84.0,16.0,1.0,16.0,6.0,94.0,21:30,5:30,public transport,red
317,0,Yes,Arts,Visual,QWLACY,Male,No,82.0,11.0,6.0,15.0,6.0,91.0,22:00,6:00,private transport,yellow
318,1,No,Arts,Visual,8FUJTP,Male,Yes,52.0,21.0,9.0,15.0,14.0,93.0,23:00,7:00,walk,yellow
319,1,No,Arts,Auditory,BTCNRN,Female,No,59.0,1.0,30.0,15.0,14.0,94.0,22:30,6:30,private transport,blue
320,0,No,None,Auditory,2MUMP1,Female,No,67.0,20.0,7.0,16.0,11.0,93.0,21:00,5:00,public transport,black
321,0,No,Sports,Auditory,5EM4RO,Female,No,94.0,5.0,20.0,16.0,7.0,93.0,23:00,7:00,walk,white
322,1,Yes,Arts,Auditory,TCG0YL,Female,Yes,65.0,19.0,0.0,15.0,18.0,95.0,21:30,5:30,public transport,green
323,2,No,Clubs,Visual,HNDCOR,Male,Yes,56.0,18.0,0.0,16.0,18.0,100.0,22:30,6:30,private transport,green
324,1,No,Clubs,Visual,PO9WY7,Male,Yes,74.0,14.0,11.0,15.0,13.0,96.0,22:00,6:00,private transport,black
325,1,No,Sports,Auditory,1GNUX0,Male,Yes,63.0,14.0,14.0,15.0,10.0,100.0,22:00,6:00,private transport,white
326,2,No,Clubs,Auditory,OLJV0J,Female,N,49.0,12.0,12.0,16.0,13.0,97.0,23:00,7:00,walk,blue
327,1,No,Clubs,Auditory,L0OK42,Female,Yes,64.0,4.0,20.0,16.0,5.0,93.0,22:00,6:00,private transport,red
328,0,No,Arts,Visual,ONIV43,Female,Yes,78.0,9.0,15.0,15.0,5.0,92.0,21:00,5:00,public transport,blue
329,0,No,Arts,Visual,FQCPSJ,Male,No,59.0,17.0,3.0,16.0,8.0,93.0,21:30,5:30,public transport,blue
330,2,No,None,Visual,K4LDXI,Female,No,81.0,12.0,5.0,16.0,10.0,100.0,22:00,6:00,private transport,red
331,1,No,Clubs,Auditory,8895J7,Male,Y,,22.0,5.0,16.0,20.0,100.0,21:30,5:30,public transport,yellow
332,1,No,Arts,Visual,1WKTM7,Female,No,48.0,14.0,16.0,16.0,6.0,63.0,2:00,7:00,walk,yellow
333,1,Yes,Sports,Visual,NIP9AD,Female,Yes,93.0,7.0,14.0,15.0,10.0,97.0,22:00,6:00,private transport,red
334,2,No,Clubs,Auditory,CM94XR,Female,Yes,73.0,17.0,4.0,15.0,17.0,,21:30,5:30,public transport,yellow
335,1,No,Clubs,Visual,8ZNAVQ,Female,No,49.0,5.0,25.0,16.0,4.0,91.0,21:00,5:00,public transport,black
336,0,No,Arts,Auditory,3O5XSQ,Male,No,76.0,12.0,10.0,16.0,16.0,92.0,23:00,7:00,walk,white
337,1,No,Clubs,Auditory,8FW1D7,Female,Yes,69.0,13.0,9.0,16.0,7.0,93.0,22:30,6:30,private transport,yellow
338,1,No,Arts,Visual,47707Q,Male,No,57.0,20.0,6.0,15.0,5.0,92.0,22:30,6:30,private transport,green
339,2,No,Clubs,Visual,DISKXR,Male,No,78.0,15.0,4.0,15.0,6.0,99.0,23:00,7:00,walk,blue
340,2,No,SPORTS,Auditory,N7MX24,Male,Yes,68.0,14.0,7.0,15.0,8.0,92.0,22:30,6:30,private transport,yellow
341,2,No,Arts,Auditory,RW7YOL,Female,No,49.0,18.0,6.0,15.0,14.0,89.0,22:30,6:30,private transport,blue
342,0,No,Arts,Auditory,G10SRB,Male,Yes,55.0,13.0,9.0,15.0,12.0,95.0,21:30,5:30,public transport,yellow
343,1,No,Sports,Visual,WKXSK8,Male,No,50.0,11.0,19.0,16.0,9.0,94.0,23:00,7:00,walk,blue
344,0,No,Clubs,Visual,TEW3BB,Male,No,67.0,16.0,12.0,15.0,16.0,95.0,21:30,5:30,public transport,blue
345,2,No,Arts,Visual,8NOMXH,Male,No,68.0,21.0,1.0,16.0,19.0,97.0,22:30,6:30,private transport,red
346,0,No,Sports,Visual,SMD9Z1,Male,No,74.0,26.0,2.0,15.0,20.0,92.0,22:00,6:00,private transport,red
347,0,No,Sports,Visual,9CAF6U,Male,Yes,77.0,11.0,13.0,15.0,8.0,93.0,22:00,6:00,private transport,green
348,1,Yes,None,Visual,T9FSYE,Male,Yes,90.0,17.0,4.0,15.0,7.0,90.0,22:00,6:00,private transport,green
349,0,Yes,Clubs,Visual,OC0X4F,Female,Yes,70.0,12.0,4.0,15.0,17.0,98.0,22:00,6:00,private transport,yellow
350,2,No,SPORTS,Auditory,K7S7CD,Female,Yes,50.0,9.0,13.0,16.0,7.0,92.0,22:30,6:30,private transport,yellow
351,0,No,Sports,Auditory,5MRQLU,Female,Yes,57.0,15.0,7.0,15.0,16.0,92.0,22:00,6:00,private transport,blue
352,1,Yes,Clubs,Auditory,X38KJL,Female,Yes,81.0,17.0,0.0,15.0,8.0,93.0,23:00,7:00,walk,black
353,0,No,Clubs,Visual,TT3P14,Male,No,76.0,26.0,2.0,15.0,7.0,98.0,22:30,6:30,private transport,yellow
354,0,Yes,Sports,Visual,43MINH,Female,Yes,80.0,13.0,7.0,15.0,6.0,97.0,21:00,5:00,public transport,yellow
355,1,No,Sports,Auditory,Q3R2ER,Male,No,59.0,22.0,5.0,16.0,18.0,,21:30,5:30,public transport,blue
356,1,No,Arts,Auditory,I5Z7Y0,Female,No,51.0,25.0,5.0,16.0,8.0,99.0,21:00,5:00,public transport,red
357,1,No,Sports,Auditory,CJ7WUQ,Female,Yes,61.0,24.0,0.0,16.0,8.0,98.0,23:00,7:00,walk,green
358,0,Yes,Sports,Auditory,V93WDI,Male,Yes,77.0,14.0,6.0,16.0,7.0,90.0,21:00,5:00,public transport,black
359,0,No,Sports,Auditory,M2JUV5,Female,N,64.0,13.0,14.0,16.0,5.0,95.0,21:00,5:00,public transport,white
360,2,No,Clubs,Auditory,7OQM9D,Male,No,52.0,21.0,1.0,15.0,19.0,97.0,22:00,6:00,private transport,green
361,1,No,Arts,Visual,UZ11HR,Male,No,52.0,11.0,19.0,16.0,20.0,94.0,21:00,5:00,public transport,yellow
362,1,Yes,None,Visual,HU878Y,Female,Yes,85.0,5.0,12.0,15.0,8.0,97.0,22:00,6:00,private transport,black
363,0,No,None,Auditory,8PQU61,Female,Yes,67.0,0.0,22.0,16.0,18.0,93.0,21:00,5:00,public transport,white
364,1,No,Sports,Auditory,C7O68D,Female,Yes,58.0,3.0,24.0,15.0,13.0,99.0,22:30,6:30,private transport,blue
365,0,No,Clubs,Visual,OQDYZF,Female,No,77.0,22.0,5.0,16.0,6.0,99.0,21:00,5:00,public transport,yellow
366,2,No,None,Auditory,SHA6YC,Male,Yes,62.0,14.0,9.0,16.0,8.0,95.0,21:30,5:30,public transport,green
367,0,No,None,Visual,PMJ6NO,Female,Yes,74.0,6.0,18.0,5.0,8.0,,21:00,5:00,public transport,green
368,1,Yes,None,Visual,FDMBMA,Female,Yes,95.0,15.0,6.0,16.0,8.0,98.0,21:30,5:30,public transport,blue
369,2,No,None,Auditory,R3Z9C8,Male,Yes,51.0,23.0,0.0,15.0,10.0,91.0,23:00,7:00,walk,red
370,0,No,Clubs,Visual,8KR3MD,Female,No,74.0,23.0,4.0,15.0,16.0,91.0,21:00,5:00,public transport,blue
371,1,No,Sports,Auditory,RJE7U5,Male,No,59.0,15.0,12.0,16.0,17.0,96.0,21:00,5:00,public transport,yellow
372,2,No,None,Visual,CFN771,Female,No,42.0,0.0,22.0,15.0,6.0,61.0,0:30,6:30,private transport,green
373,2,No,Arts,Auditory,3OWNX3,Female,Yes,73.0,2.0,21.0,15.0,5.0,94.0,21:00,5:00,public transport,white
374,2,No,Clubs,Auditory,66OF21,Male,Yes,56.0,20.0,2.0,16.0,8.0,95.0,21:30,5:30,public transport,yellow
375,0,Yes,Clubs,Auditory,HTU6RV,Male,No,76.0,10.0,6.0,16.0,9.0,97.0,21:30,5:30,public transport,red
376,2,Yes,Arts,Visual,CZLOYU,Female,No,72.0,9.0,11.0,15.0,6.0,,22:00,6:00,private transport,blue
377,2,No,ARTS,Auditory,OWBUWC,Female,No,47.0,20.0,3.0,16.0,2.0,,21:00,5:00,public transport,green
378,1,No,None,Auditory,HHHSRW,Female,Yes,66.0,26.0,1.0,16.0,19.0,99.0,21:00,5:00,public transport,yellow
379,2,No,None,Auditory,PBVYRU,Male,Yes,62.0,14.0,9.0,16.0,6.0,92.0,21:30,5:30,public transport,blue
380,1,Yes,Arts,Auditory,LZGR49,Male,Yes,78.0,11.0,10.0,15.0,8.0,94.0,23:00,7:00,walk,white
381,1,Yes,Arts,Visual,6H16A3,Female,Yes,57.0,14.0,13.0,15.0,16.0,92.0,22:30,6:30,private transport,green
382,2,No,Clubs,Auditory,AB6FEW,Male,No,77.0,20.0,1.0,15.0,6.0,100.0,23:00,7:00,walk,white
383,1,No,Sports,Auditory,QM2OU2,Male,No,51.0,23.0,1.0,15.0,10.0,97.0,23:00,7:00,walk,white
384,0,No,Clubs,Visual,XR11CB,Male,No,56.0,14.0,8.0,16.0,10.0,91.0,22:00,6:00,private transport,blue
385,0,Yes,Clubs,Auditory,LBV35U,Female,Yes,80.0,5.0,16.0,16.0,5.0,95.0,22:00,6:00,private transport,green
386,0,No,Sports,Auditory,QVDW7Y,Male,No,61.0,16.0,11.0,15.0,12.0,95.0,22:00,6:00,private transport,white
387,0,No,Arts,Auditory,IOPQOJ,Male,Yes,70.0,13.0,14.0,16.0,8.0,97.0,21:00,5:00,public transport,black
388,1,No,Arts,Auditory,GK0NVK,Female,Yes,65.0,28.0,0.0,16.0,13.0,95.0,23:00,7:00,walk,black
389,2,No,Arts,Auditory,LDKWLQ,Male,No,40.0,18.0,4.0,16.0,10.0,84.0,22:00,6:00,private transport,green
390,1,Yes,Arts,Auditory,NQDGQP,Female,Yes,75.0,16.0,5.0,15.0,9.0,100.0,21:00,5:00,public transport,yellow
391,1,Yes,Arts,Auditory,XTTSTA,Female,Yes,82.0,2.0,20.0,15.0,7.0,98.0,22:00,6:00,private transport,black
392,1,No,Arts,Visual,SAGRZL,Male,Yes,57.0,19.0,7.0,15.0,19.0,98.0,23:00,7:00,walk,white
393,1,No,Clubs,Auditory,VBNEGQ,Male,No,41.0,26.0,2.0,15.0,3.0,95.0,23:00,7:00,walk,white
394,2,No,Sports,Visual,OIH4T2,Male,Yes,61.0,14.0,8.0,16.0,10.0,97.0,22:30,6:30,private transport,blue
395,1,Yes,Clubs,Auditory,1H4ENC,Male,No,,19.0,11.0,16.0,13.0,70.0,0:30,6:30,private transport,blue
396,1,No,Sports,Auditory,NI0160,Male,Yes,34.0,12.0,16.0,16.0,9.0,90.0,23:00,6:00,private transport,white
397,0,Yes,Clubs,Visual,XU18CG,Male,No,90.0,12.0,4.0,16.0,6.0,92.0,22:30,6:30,private transport,yellow
398,0,No,Clubs,Auditory,X4L4VB,Male,Yes,70.0,15.0,7.0,16.0,6.0,91.0,21:30,5:30,public transport,white
399,0,No,Clubs,Auditory,K2GW6Y,Female,Yes,72.0,1.0,22.0,16.0,16.0,92.0,22:00,6:00,private transport,red
400,1,No,Sports,Auditory,ARIO3X,Male,No,54.0,19.0,8.0,16.0,12.0,93.0,21:30,5:30,public transport,black
401,0,No,None,Visual,3OU750,Male,Yes,90.0,17.0,6.0,16.0,8.0,97.0,22:30,6:30,private transport,green
402,1,No,Sports,Auditory,7S5N5V,Female,Yes,51.0,16.0,13.0,15.0,6.0,92.0,23:00,7:00,walk,white
403,0,No,Clubs,Auditory,EHV6WA,Male,Yes,61.0,12.0,8.0,16.0,12.0,94.0,21:30,5:30,public transport,white
404,0,Yes,Clubs,Visual,HT0ETC,Female,No,78.0,14.0,6.0,16.0,9.0,97.0,23:00,7:00,walk,yellow
405,0,No,None,Auditory,HBIOBT,Female,No,81.0,0.0,23.0,15.0,8.0,98.0,22:00,6:00,private transport,yellow
406,0,No,Clubs,Auditory,BENCAW,Female,No,63.0,14.0,13.0,15.0,16.0,100.0,21:30,5:30,public transport,green
407,0,No,Clubs,Auditory,IR0VS8,Female,No,57.0,8.0,14.0,16.0,17.0,99.0,22:00,6:00,private transport,red
408,0,No,Sports,Auditory,O4RWXG,Male,Yes,72.0,10.0,13.0,16.0,16.0,93.0,23:00,7:00,walk,white
409,0,No,Arts,Visual,5TW7DA,Female,No,90.0,22.0,1.0,16.0,6.0,95.0,22:00,6:00,private transport,green
410,0,No,None,Auditory,YUN42B,Male,Yes,72.0,18.0,3.0,16.0,7.0,99.0,23:00,7:00,walk,black
411,1,No,None,Auditory,K79WBO,Female,No,54.0,23.0,2.0,15.0,7.0,90.0,22:00,6:00,private transport,yellow
412,1,No,Clubs,Auditory,068Q0B,Male,No,46.0,14.0,10.0,16.0,12.0,71.0,22:00,5:00,public transport,yellow
413,2,No,Sports,Visual,CNZP9J,Male,Yes,54.0,10.0,10.0,15.0,14.0,98.0,23:00,7:00,walk,red
414,0,No,Sports,Visual,972QH9,Female,Yes,76.0,19.0,4.0,15.0,20.0,94.0,23:00,7:00,walk,yellow
415,0,Yes,Clubs,Auditory,NUIWMU,Female,Yes,75.0,20.0,0.0,16.0,5.0,96.0,21:30,5:30,public transport,black
416,0,No,None,Auditory,BNEC07,Female,Yes,93.0,3.0,19.0,16.0,6.0,90.0,22:30,5:30,public transport,red
417,1,Yes,Arts,Auditory,FW4O5L,Male,No,49.0,21.0,4.0,16.0,9.0,93.0,22:00,6:00,private transport,yellow
418,0,No,Sports,Auditory,H51P60,Male,Yes,61.0,10.0,10.0,15.0,18.0,91.0,22:00,6:00,private transport,blue
